,description,edam_topics,help,id,inputs,name,outputs
1274,protein inference,,protein inference   For more information  visit  mi fu berlin de OpenMS release documentation html TOPP ProteinResolver,ProteinResolver,"fasta,idxml,consensusxml,txt",ProteinResolver,tabular
1275,Calculates basic quality parameters from MS experiments and subsequent analysis data as identification or feature detection.,,Calculates basic quality parameters from MS experiments and subsequent analysis data as identification or feature detection    For more information  visit  mi fu berlin,QCCalculator,"mzml,idxml,featurexml,consensusxml",QCCalculator,qcml
1276,Attaches a table or an image to a given qc parameter.,,Attaches a table or an image to a given qc parameter    For more information  visit  mi fu berlin,QCEmbedder,"qcml,mzml,PNG,tabular",QCEmbedder,qcml
1277,Will extract several qp from several run/sets in a tabular format.,,Will extract several qp from several run sets in a tabular format    For more information  visit  mi fu berlin,QCExporter,"qcml,tabular",QCExporter,tabular
1278,Extracts a table attachment to a given qc parameter.,,Extracts a table attachment to a given qc parameter    For more information  visit  mi fu berlin,QCExtractor,"qcml,mzml",QCExtractor,tabular
1279,Imports tables with quality control parameters into qcml files.,,Imports tables with quality control parameters into qcml files    For more information  visit  mi fu berlin,QCImporter,"qcml,tabular",QCImporter,qcml
1280,Merges two qcml files together.,,Merges two qcml files together    For more information  visit  mi fu berlin,QCMerger,qcml,QCMerger,qcml
1281,"This application is used to remove the verbose table attachments from a qcml file that are not needed anymore, e.g. for a final report.",,This application is used to remove the verbose table attachments from a qcml file that are not needed anymore  e g  for a final report    For more information  visit ,QCShrinker,"qcml,mzml",QCShrinker,qcml
1282,Tool for RNP cross linking experiment analysis.,,Tool for RNP cross linking experiment analysis    For more information  visit  mi fu berlin,RNPxl,"mzml,txt,fasta",RNPxl,"idxml,tabular"
1283,Annotate RNA to peptide crosslinks in MS/MS spectra.,,Annotate RNA to peptide crosslinks in MS MS spectra    For more information  visit  mi fu berlin,RNPxlSearch,"mzml,fasta",RNPxlSearch,"idxml,tabular"
1284,Remove MS2 spectra from treatment based on the fold change between control and treatment.,,Remove MS2 spectra from treatment based on the fold change between control and treatment    For more information  visit  mi fu berlin,RNPxlXICFilter,mzml,RNPxlXICFilter,mzml
1285,"Application that evaluates TPs (true positives), TNs, FPs, and FNs for an idXML file with predicted RTs.",,Application that evaluates TPs  true positives   TNs  FPs  and FNs for an idXML file with predicted RTs    For more information  visit  mi fu berlin,RTEvaluation,idxml,RTEvaluation,tabular
1286,Trains a model for the retention time prediction of peptides from a training set.,,Trains a model for the retention time prediction of peptides from a training set    For more information  visit  mi fu berlin,RTModel,"idxml,txt,idxml",RTModel,"txt,paramXML"
1287,Predicts retention times for peptides using a model trained by RTModel.,,Predicts retention times for peptides using a model trained by RTModel    For more information  visit  mi fu berlin,RTPredict,"idxml,txt,paramXML",RTPredict,"idxml,tabular"
1288,Generates seed lists for feature detection.,,Generates seed lists for feature detection    For more information  visit  mi fu berlin,SeedListGenerator,"mzml,idxml,featurexml,consensusxml",SeedListGenerator,featurexml
1289,SemanticValidator for semantically validating certain XML files.,,SemanticValidator for semantically validating certain XML files    For more information  visit  mi fu berlin,SemanticValidator,"analysisXML,mzml,traml,mzid,mzData,xml,xml,obo",SemanticValidator,txt
1290,Prints information about idXML files.,,Prints information about idXML files    For more information  visit  mi fu berlin,SequenceCoverageCalculator,"fasta,idxml",SequenceCoverageCalculator,txt
1291,Annotates MS/MS spectra using SimpleSearchEngine.,,Annotates MS MS spectra using SimpleSearchEngine    For more information  visit  mi fu berlin,SimpleSearchEngine,"mzml,fasta",SimpleSearchEngine,idxml
1292,Tool for metabolite identification using single and tandem mass spectrometry,,Tool for metabolite identification using single and tandem mass spectrometry   For more information  visit  mi fu berlin de OpenMS release documentation html UTILS SiriusAdapter,SiriusAdapter,mzml,SiriusAdapter,tabular
1293,Creates an MSP formatted spectral library.,,Creates an MSP formatted spectral library    For more information  visit  mi fu berlin,SpecLibCreator,"tabular,mzData,mzxml",SpecLibCreator,msp
1294,Identifies peptide MS/MS spectra by spectral matching with a searchable spectral library.,,Identifies peptide MS MS spectra by spectral matching with a searchable spectral library    For more information  visit  mi fu berlin,SpecLibSearcher,"mzml,msp",SpecLibSearcher,idxml
1295,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterBernNorm,mzml,SpectraFilterBernNorm,mzml
1296,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterMarkerMower,mzml,SpectraFilterMarkerMower,mzml
1297,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterNLargest,mzml,SpectraFilterNLargest,mzml
1298,Normalizes intensity of peak spectra.,,Normalizes intensity of peak spectra    For more information  visit  mi fu berlin,SpectraFilterNormalizer,mzml,SpectraFilterNormalizer,mzml
1299,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterParentPeakMower,mzml,SpectraFilterParentPeakMower,mzml
1300,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterScaler,mzml,SpectraFilterScaler,mzml
1301,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterSqrtMower,mzml,SpectraFilterSqrtMower,mzml
1302,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterThresholdMower,mzml,SpectraFilterThresholdMower,mzml
1303,Applies thresholdfilter to peak spectra.,,Applies thresholdfilter to peak spectra    For more information  visit  mi fu berlin,SpectraFilterWindowMower,mzml,SpectraFilterWindowMower,mzml
1304,"Merges spectra (each MS level separately), increasing S/N ratios.",,Merges spectra  each MS level separately   increasing S N ratios    For more information  visit  mi fu berlin,SpectraMerger,mzml,SpectraMerger,mzml
1305,Interface to the SEARCH Mode of the SpectraST executable,,Interface to the SEARCH Mode of the SpectraST executable   For more information  visit  mi fu berlin de OpenMS release documentation html UTILS SpectraSTSearchAdapter,SpectraSTSearchAdapter,"mzml,mzxml,mzData,dta,msp,splib,fasta,txt,dat,params,txt",SpectraSTSearchAdapter,txt
1306,Trainer for SVM models as input for SvmTheoreticalSpectrumGenerator,,Trainer for SVM models as input for SvmTheoreticalSpectrumGenerator   For more information  visit  mi fu berlin de OpenMS release documentation html UTILS SvmTheoreticalSpectrumGeneratorTrainer,SvmTheoreticalSpectrumGeneratorTrainer,"mzml,idxml",SvmTheoreticalSpectrumGeneratorTrainer,data
1307,Calculates the TIC from a mass spectrometric raw file (useful for benchmarking).,,Calculates the TIC from a mass spectrometric raw file  useful for benchmarking     For more information  visit  mi fu berlin,TICCalculator,"mzData,mzxml,mzml,cachedMzML,dta,dta2d,mgf,featurexml,consensusxml,ms2,fid,tabular,peplist,kroenik,tabular",TICCalculator,txt
1308,Applies time of flight calibration.,,Applies time of flight calibration    For more information  visit  mi fu berlin,TOFCalibration,"mzml,txt,tabular",TOFCalibration,mzml
1309,Converts different transition files for targeted proteomics / metabolomics analysis.,,Converts different transition files for targeted proteomics   metabolomics analysis    For more information  visit  mi fu berlin,TargetedFileConverter,"tabular,mrm,pqp,traml",TargetedFileConverter,input
1310,Exports various XML formats to a text file.,,Exports various XML formats to a text file    For more information  visit  mi fu berlin,TextExporter,"featurexml,consensusxml,idxml,mzml",TextExporter,tabular
1311,Applies a transformation to a range of values,,Applies a transformation to a range of values   For more information  visit  mi fu berlin de OpenMS release documentation html UTILS TransformationEvaluation,TransformationEvaluation,trafoxml,TransformationEvaluation,trafoxml
1312,Calculates false discovery rate estimates on crosslink identifications,,Calculates false discovery rate estimates on crosslink identifications   For more information  visit  mi fu berlin de OpenMS release documentation html UTILS XFDR,XFDR,"xml,idxml,mzid",XFDR,"idxml,mzid"
1313,Validates XML files against an XSD schema.,,Validates XML files against an XSD schema    For more information  visit  mi fu berlin,XMLValidator,"mzml,mzData,featurexml,mzid,idxml,consensusxml,mzxml,txt,pepxml,traml,xml,txt",XMLValidator,txt
1314,Annotates MS/MS spectra using X! Tandem.,,Annotates MS MS spectra using X  Tandem    For more information  visit  mi fu berlin,XTandemAdapter,"mzml,fasta,xml",XTandemAdapter,"idxml,xml"
1315,classify genomic location of peptides,,           PepPointer            Given chromosomal locations of peptides in a BED file  PepPointer classifies them as CDS  UTR  exon  intron  or intergene       ,pep_pointer,"gtf,bed",PepPointer,tabular
1316,"
        Perform protein identification using various search engines based on results from SearchGUI
    ",,Runs multiple search engines  X  Tandem  OMSSA and MS GF   on any number of MGF peak lists using the SearchGUI application and combines the results ,peptide_shaker,searchgui_archive,Peptide Shaker,"mzid,peptideshaker_archive,zip,txt,tabular"
1317,"
        Perform protein identification using various search engines and prepare results for input to Peptide Shaker
    ",,Runs multiple search engines on any number of MGF peak lists using the SearchGUI  Default      X  Tandem  OMSSA and MS GF  are executed  Optional      MyriMatch  MS Amanda  Comet and Tide can be executed ,search_gui,"fasta,mgf",Search GUI,searchgui_archive
1318,based on filenames and batch sizes,,     Creates nested collection containing from a list containing datasets in batches of     a specific size  Useful when e g  creating inputs to sqt2pin  msgfplus2pin or tandem2pin,batched_set_list_creator,,Create nested list,
1319,accurate peptide identification,,The first step in analyzing an mass spectrometry assay is to match the harvested spectra against a target database using database search engines such as Sequest and Mascot  a process that renders list of peptide spectrum matches  However  it is not trivial to assess the accuracy of these identifications   Percolator uses a semi supervised machine learning to discriminate correct from incorrect peptide spectrum matches  and calculates accurate statistics such as q value  FDR  and posterior error probabilities       ,percolator,percin,Percolator,percout
1320,to create Percolator input files,, The percolator converter msgf2pin converts mzIdentML to input for percolator  Target and decoy inputs are MzIdentML files of MS GF  from separate target and decoy searches  Internal MS GF  target decoy analysis should be turned off  and the addFeatures options turned on  Multiple MzIdentML files can be merged by passing lists of these,percolator_input_converters,mzid,Search engine output to Pin converter,percin
1321,add Percolator scoring to mzIdentML,,Pout2Mzid extracts statistics from a percolator input file  and writes them to the mzIdentML file s  that have been used    to generate the percolator data  You may either pass multiple mzIdentML files in a list and one percolator file  or a single one      ,pout2mzid,"percout,mzid",Pout2mzid,mzid
1322,to peptide table,,      In case you have no pI calculation method but a large table with       peptides and their predicted pIs available  This tool adds a column       with delta pI values to a peptide or PSM table for each peptide it       can find in the predicted collection  Needs a tab separated file       with peptide sequences and their predicted pI  and a PSM peptide table       with at least peptide sequences        Regexes  or regular expressions are are sequences of characters that       are used to find a certain pattern in a string of text,calc_delta_pi,tabular,Add delta pI,tabular
1323,into pI separated fractions,,      Creates a pI separated database collection from a pI determined input      file of peptide protein mappings  Outputs one db for target  one      for decoy      ,pi_db_split,tabular,Split peptide database,
1324,to resemble spectra fraction scheme,,      Filters  pools and doubles fractionated databases with a set of identically fractionated spectra files which have been      subjected to pooling and contain reruns       You may have fraction 1 10 in databases but spectra file fractions 4 7 have been pooled before loading to the MS        and spectra fraction 2 and 8 have been reran creating fractions 2 and 2a  and 8  8a and 8b       This tool pools FASTA databases and duplicates them where needed to line up the databases to your spectra collections      ,pi_dbspec_align,"text,tabular",Align DB fractions,
1325,,,         Standardize the output of Windows tools like  Convert ProteinPilot Group to Tabular  for use in Galaxy      ,convert_windows_newlines,txt,ProteinPilot - Convert Windows Line Breaks,
1326,,,        ,proteinpilot,"mgf,fasta",ProteinPilot,"group,xml,xlsx"
1327,"convert group file to tabular reports, mzIndentML, and MGF",,    ProteinPilot GroupFileExtractor      Requires ProteinPilot version 5     INPUT       A ProteinPilot  group file    OUTPUTS      Data can now be exported in the following formats        1    Protein Summary            A tabular report of detected proteins          2    Peptide Summary            A tabular report of detected proteins          3    Distinct Peptide Summary            The Distinct Peptide Summary export provides a summary of all peptide groups for each group that has at least one hypotheses with at least 15  confidence,proteinpilot_group_extractor,group,ProteinPilot - GroupFileExtractor,"tabular,mzid,mgf,xml,csv"
1328,,,   ,proteinpilot_tabular,group,ProteinPilot - Convert Group to Tabular,tabular
1329,,,   ,proteinpilot_xml,group,ProteinPilot - Convert Group to XML,proteinpilot.xml
1330,,,   ,protxml_to_xls,prot.xml,Convert ProtXML to Tabular,protxml.tsv
1331,Re-evalute potential PSMs using the psm-eval application,,Generates user selected metrics in a tabular format for peptide spectral matches using spectral peptide summary generated from a search tool and mzml input files  The tabular format that is generated can be used for filtering based on user defined thresholds  Alternatively  it can also provide visualization of peptide spectral matches  thus allowing further metrics evaluation ,psm_eval,"mzid,tabular,mzml",Peptide-Spectrum-Matches (PSMs) Evaluator,tabular
1332,,,The algorithm can take targeted proteomics data  learn a linear separation between true signal and the noise signal and then compute a q value  false discovery rate  to achieve experiment wide cutoffs  ,gp_pyprophet,txt,PyProphet,"pdf,tabular,txt"
1333,,, This tool goes line by line through the specified input file and replaces text which matches the specified regular expression patterns with its corresponding specified replacement   This tool uses Python regular expressions  More information about Python regular expressions can be found here   python,regex1,txt,Regex Find And Replace,input
1334,,,     class   warningmark    This tool will attempt to reuse the metadata from your first input    To change metadata assignments click on the  edit attributes  link of the history item generated by this tool,regexColumn1,tabular,Column Regex Find And Replace,input
1335,"
    Visualize and Validate Complex MS/MS Proteomics Experiments
  ",,Merges multiple protein identification search results together into a single SF3 file for viewing  A free viewer for Scaffold SF3 files can be obtained from Proteome software at  proteomesoftware com Scaffold Scaffold viewer,scaffold,"fasta,tandem,omx",Scaffold,"xml,sf3"
1336,"
    Export summary from Scaffold SF3 file.
  ",,Export data out of Scaffold s binary data format  sf3  into tabular reports or XML ,scaffold_export,sf3,Scaffold Export,tabular
1337,a metapeptide database from metagenome fastq files,,         usage  sixgill build   h     minlength MINLENGTH                          minqualscore MINQUALSCORE                          metagenefile METAGENEFILE                          minmetagenescore MINMETAGENESCORE                          minorflength MINORFLENGTH                          minlongesttryppeplen MINLONGESTTRYPPEPLEN                          maxreads MAXREADS     minreadcount MINREADCOUNT    out                      OUT    outfasta OUTFASTA     debug                       fastqfiles  fastqfiles       Read in one or more fastq files,sixgill_build,"fastq,txt",sixgill build,"tabular,fasta"
1338,a metapeptide database,, usage  sixgill filter   h    out OUT    minorflength MINORFLENGTH                           minaaseqlength MINAASEQLENGTH                           minreadcount MINREADCOUNT                           minqualscore MINQUALSCORE                           minlongesttryppeplen MINLONGESTTRYPPEPLEN                           minmetagenescore MINMETAGENESCORE                           maxmetapeptides MAXMETAPEPTIDES     debug                        metapeptidefile  Filter a metapeptide database   positional arguments    metapeptidefile       input metapeptide database file  optional arguments     h    help            show this help message and exit     out OUT             output metapeptide database file     minorflength MINORFLENGTH                         minimum ORF length     minaaseqlength MINAASEQLENGTH                         minimum AA sequence length     minreadcount MINREADCOUNT                         minimum read count     minqualscore MINQUALSCORE                         minimum basecall quality     minlongesttryppeplen MINLONGESTTRYPPEPLEN                         minimum length of the longest tryptic peptide     minmetagenescore MINMETAGENESCORE                         Minimum MetaGene score   1 for none      maxmetapeptides MAXMETAPEPTIDES                         maximum number of metapeptides to write     debug               Enable debug logging      ,sixgill_filter,tabular,sixgill filter,"tabular,fasta"
1339,from a metapeptide database,, usage  sixgill makefasta   h    out OUT   type  aa peptide                              missedcleavages MISSEDCLEAVAGES                              minpeptidelength MINPEPTIDELENGTH     debug                           metapeptidedbfile  Build a fasta database from a metapeptide database  Either nucleotide or amino acid   positional arguments    metapeptidedbfile     input metapeptide database file  optional arguments     h    help            show this help message and exit     out OUT             output file     type  aa peptide    database type     missedcleavages MISSEDCLEAVAGES                         missed cleavages  for type peptide only      minpeptidelength MINPEPTIDELENGTH                         minimum peptide length  for type peptide only      debug               Enable debug logging      ,sixgill_makefasta,tabular,sixgill makefasta,fasta
1340,metapeptide databases,, usage  sixgill merge   h    out OUT    debug                       metapeptidedbfiles  metapeptidedbfiles       Merge multiple metapeptide database files into a single metapeptide database,sixgill_merge,tabular,sixgill merge,"tabular,fasta"
1341,,,Filter from spectraST files to swath input files ,gp_spectrast2spectrast_irt,txt,SpectraST RT Normalizer,txt
1342,Filter from spectraST files to swath input files,,Filter from spectraST files to swath input files ,gp_spectrast2tsv,"txt,fasta",Spectrast to TSV,tabular
1343,3 frame translation of BED augmented with a sequence column,,   Translate BED Sequences    This tool takes a BED input file that has been processed  by the Galaxy tool  Extract Genomic DNA  to add a 13th column with the transcript sequence   It generates a peptide fasta file with the 3 frame translations of the spliced sequence  defined by each entry in the input BED file       ,translate_bed_sequences,bed,Translate BED Sequences,"bed,fasta"
1344,retrieve taxonomy for peptides,,       Unipept         Retrieve Uniprot and taxanomic information for trypic peptides           Unipept API documentation    ugent be apidocs         Input        Input peptides can be retrieved from tabular  fasta  mzid  or pepxml datasets,unipept,"mzid,pepxml,fasta,tabular,fasta,mzid,pepxml",Unipept,"d3_hierarchy,tabular,csv"
1345,download proteome as XML or fasta,,    UniProt Downloader    Downloads either a UniProtXML file or a fasta file from UniProtKB  The Morpheus proteomics search algorithm can use the UniProtXML format as a search database   Available proteomes   uniprot org proteomes   Available taxon names  ,uniprotxml_downloader,tabular,UniProt,uniprotxml
1346,,,     Notes    Takes a FASTA database and validates the headers using the Compomics  developers of SearchGUI and PeptideShaker  schema   Custom FASTA databases may be in an invalid format  which causes SearchGUI to crash             Output    The main output of this tool   Validate FASTA  Passed Sequences   is a FASTA database that can be run through SearchGUI without error  The failed sequences may be examined for typos and other errors,validate_fasta_database,fasta,Validate FASTA Database,fasta
1347,Maps BLAST results to GO annotation terms,,This runs b2g4Pipe v2 5  which is the command line  no GUI  version of Blast2GO designed for use in pipelines ,blast2go,blastxml,Blast2GO,tabular
1348,from two FASTA files,,Takes two FASTA files   species A  and  species B    builds a BLAST database for each  runs reciprocal BLAST searchs   A vs B   and  B vs A    optionally filters the HSPs  and then compiles a list of the reciprocal best hits  RBH  ,blast_reciprocal_best_hits,fasta,BLAST Reciprocal Best Hits (RBH),tabular
1349,Make a table from BLAST output,,NCBI BLAST   and the older NCBI  legacy  BLAST  can output in a range of formats including text  tabular and a more detailed XML format  You can do a lot of things with tabular files in Galaxy  sorting  filtering  joins  etc   however until BLAST  2 2 28 the tabular output never included the hit descriptions  titles  found in the other output formats,blastxml_to_top_descr,"blastxml,tabular",BLAST top hit descriptions,tabular
1350,Convert BLAST XML output to tabular,,NCBI BLAST   and the older NCBI  legacy  BLAST  can output in a range of formats including tabular and a more detailed XML format  A complex workflow may need both the XML and the tabular output   but running BLAST twice is slow and wasteful ,blastxml_to_tabular,blastxml,BLAST XML to tabular,tabular
1351,Show BLAST database information from blastdbcmd,,Calls the NCBI BLAST  blastdbcmd command line tool with the  info switch to give summary information about a BLAST database  such as the size  number of sequences and total length  and date ,ncbi_blastdbcmd_info,,NCBI BLAST+ database info,txt
1352,Extract sequence(s) from BLAST database,,Extracts FASTA formatted sequences from a BLAST database using the NCBI BLAST  blastdbcmd command line tool ,ncbi_blastdbcmd_wrapper,"txt,tabular",NCBI BLAST+ blastdbcmd entry(s),fasta
1353,Search nucleotide database with nucleotide query sequence(s),,Search a  nucleotide database  using a  nucleotide query   using the NCBI BLAST  blastn command line tool  Algorithms include blastn  megablast  and discontiguous megablast ,ncbi_blastn_wrapper,fasta,NCBI BLAST+ blastn,tabular
1354,Search protein database with protein query sequence(s),,Search a  protein database  using a  protein query   using the NCBI BLAST  blastp command line tool ,ncbi_blastp_wrapper,fasta,NCBI BLAST+ blastp,tabular
1355,Search protein database with translated nucleotide query sequence(s),,Search a  protein database  using a  translated nucleotide query   using the NCBI BLAST  blastx command line tool ,ncbi_blastx_wrapper,fasta,NCBI BLAST+ blastx,tabular
1356,Convert masking information in lower-case masked FASTA input to file formats suitable for makeblastdb,,Convert masking information in lower case masked FASTA input to file formats suitable for makeblastdb ,ncbi_convert2blastmask_wrapper,fasta,NCBI BLAST+ convert2blastmask,maskinfo-asn1
1357,Search protein database with protein query sequence(s),,Search a  protein database  using a  protein query   using the NCBI BLAST  deltablast command line tool  Domain Enhanced Lookup Time Accelerated BLAST  DELTA BLAST  ,ncbi_deltablast_wrapper,fasta,NCBI BLAST+ deltablast,tabular
1358,masks low complexity regions,,This tool identifies and masks out low complexity regions of a nucleotide database  or sequences in FASTA format  by using the symmetric DUST  algorithm ,ncbi_dustmasker_wrapper,,NCBI BLAST+ dustmasker,maskinfo-asn1
1359,Make BLAST database,,Make BLAST database from one or more FASTA files and or BLAST databases ,ncbi_makeblastdb,"fasta,maskinfo-asn1,maskinfo-asn1-binary",NCBI BLAST+ makeblastdb,data
1360,Make profile database,,Make a protein domain profile database  for use with RPS BLAST or RSP TBLASTN  from one or more Position Specific Scoring Matrices  PSSM  files in the NCBI  scoremat  ASN 1 format  usually named     smp    ,ncbi_makeprofiledb,pssm-asn1,NCBI BLAST+ makeprofiledb,blastdbd
1361,Search protein database with protein query sequence(s),,Runs the Position Specific Initiated BLAST tool   psiblast   ,ncbi_psiblast_wrapper,"fasta,msa,phylip,pssm",NCBI BLAST+ psiblast,"tabular,txt,pssm"
1362,Search protein domain database (PSSMs) with protein query sequence(s),,Search a  protein domain database  using a  protein query   using the NCBI BLAST  rpsblast command line tool ,ncbi_rpsblast_wrapper,fasta,NCBI BLAST+ rpsblast,tabular
1363,Search protein domain database (PSSMs) with translated nucleotide query sequence(s),,Search a  protein domain database  using a  nucleotide query   using the NCBI BLAST  rpstblastn command line tool ,ncbi_rpstblastn_wrapper,fasta,NCBI BLAST+ rpstblastn,tabular
1364,low-complexity regions in protein sequences,,This tool identifies and masks out low complexity regions of a protein database  or proteins in FASTA format  by using the SEG  algorithm ,ncbi_segmasker_wrapper,,NCBI BLAST+ segmasker,maskinfo-asn1
1365,Search translated nucleotide database with protein query sequence(s),,Search a  translated nucleotide database  using a  protein query   using the NCBI BLAST  tblastn command line tool ,ncbi_tblastn_wrapper,fasta,NCBI BLAST+ tblastn,tabular
1366,Search translated nucleotide database with translated nucleotide query sequence(s),,Search a  translated nucleotide database  using a  translated nucleotide query   using the NCBI BLAST  tblastx command line tool ,ncbi_tblastx_wrapper,fasta,NCBI BLAST+ tblastx,tabular
1367,from BLAST output or similar data,,Takes two tabular search results files  A against B  and B against A  and compiles a list of the reciprocal best hits  RBH  ,reciprocal_best_hits,tabular,BLAST Reciprocal Best Hits (RBH),tabular
1368,Gives a codon aware alignment,,Takes an input file of aligned protein sequences  typically FASTA or Clustal format   and a matching file of unaligned nucleotide sequences  FASTA format  using the same identifiers   and threads the nucleotide sequences onto the protein alignment to produce a codon aware nucleotide alignment   which can be viewed as a back translation ,align_back_trans,"fasta,clustal,fasta",Thread nucleotides onto a protein alignment (back-translation),
1369,from simple locus annotation,,Draws a  Chromosome Diagram   with one vertical bar for each sequence in the reference FASTA file which is expected to contain one sequence per chromosome or pseudomolecule  annotated with the positions and captions given in the tabular annotation file ,chromosome_diagram,"fasta,tabular",Chromosome Diagram,pdf
1370,Assembles reads giving a FASTA file,,Runs the   clc assembler   tool giving a FASTA output file  You would then typically map the same set of reads onto this assembly using   cls mapper   to any perform downstream analysis using the mapped reads ,clc_assembler,"fastq,fasta",CLC assembler,fasta
1371,Maps reads giving a SAM/BAM file,,Runs the CLCbio tool   clc mapper   which produces a proprietary binary CAS format file  which is immediately processed using   clc cas to sam   to generate a self contained standard BAM file  which is then sorted and indexed using   samtools   ,clc_mapper,"fasta,fastqsanger,fasta",CLC Mapper,bam
1372,Find nucleolar localization signals (NoLSs) in protein sequences,,This calls the command line version of the NoD tool from the Barton Group for prediction of nucleolar localization sequences  NoLSs   The NoD tool uses an artificial neural network trained on a set of human NoLSs ,clinod,fasta,Nucleolar localization sequence Detector (NoD),tabular
1373,using samtools view,,This tool runs the command   samtools view   from the SAMtools toolkit  getting all the reads in your BAM file mapped to the given region of interest  ROI   It then counts all the different sequence variants in reads spanning that ROI  which are returned as a tab separated table ,count_roi_variants,bam,Count sequence variants in region of interest,tabular
1374,using samtools idxstats and depth,,This tool runs the commands   samtools idxstats   and   samtools depth   from the SAMtools toolkit  and parses their output to produce a consise summary of the coverage information for each reference sequence ,coverage_stats,bam,BAM coverage statistics,tabular
1375,Find bacterial effectors in protein sequences,,This calls the command line Effective T3 v1 0 1 tool for prediction of bacterial effector proteins ,effectiveT3,fasta,Effective T3,tabular
1376,from a tabular file,,By default it divides a FASTA file in two  those sequences with or without an ID present in the tabular file column s  specified  You can opt to have a single output file of just the matching records  or just the non matching ones ,fasta_filter_by_id,"fasta,tabular",Filter FASTA by ID,fasta
1377,from a tabular file,,By default it divides a FASTQ file in two  those sequences with or without an ID present in the tabular file column s  specified  You can opt to have a single output file of just the matching records  or just the non matching ones ,fastq_filter_by_id,"fastq,tabular",Filter FASTQ by ID,
1378,using the read name suffices,,Using the common read name suffix conventions  it identifies paired reads in FASTQ files  This output can be used to recover missing partners if you have the original data ,fastq_pair_names,fastq,Identify paired reads in FASTQ files,tabular
1379,using the read name suffices,,Using the common read name suffix conventions  it divides a FASTQ file into paired reads  and orphan or single reads ,fastq_paired_unpaired,foobar,Divide FASTQ file into paired and unpaired reads,
1380,e.g. to get peptides from ESTs,,Takes an input file of nucleotide sequences  typically FASTA  but also FASTQ and Standard Flowgram Format  SFF  are supported   and searches each sequence for open reading frames  ORFs  or potential coding sequences  CDSs  of the given minimum length  These are returned as FASTA files of nucleotides and protein sequences ,get_orfs_or_cdss,"fasta,fastq,sff",Get open reading frames (ORFs) or coding sequences (CDSs),"fasta,bed6,gff3"
1381,Interproscan functional predictions of ORFs,,    Interproscan    Interproscan is a batch tool to query the Interpro database  It provides annotations based on multiple searches of profile and other functional databases  These include SCOP  CATH  PFAM and SUPERFAMILY  Currently due to resource limitations  only the PFAM database is searched however,interproscan,fasta,Interproscan functional predictions of ORFs,tabular
1382,Combine mummer/nucmer/promer with mummerplot,,Takes two FASTA files   species A  and  species B    compares them using one of the MUMmer 3 tools    mummer      nucmer    or   promer     checking both strands  and then draws a dotplot using   mummerplot   ,mummerplot_wrapper,fasta,MUMmer dotplot,"pdf,png"
1383,Find nuclear localization signals (NLSs) in protein sequences,,This calls the NLStradamus tool for prediction of nuclear localization signals  NLSs   which uses a Hidden Markov Model  HMM  ,nlstradamus,fasta,NLStradamus,tabular
1384,Find nuclear localization signals (NLSs) in protein sequences,,This calls a Python re implementation of the PredictNLS tool for prediction of nuclear localization signals  NLSs   which works by looking for matches to a known set of patterns  described using regular expressions  ,predictnls,fasta,PredictNLS,tabular
1385,Find eukaryotic PolII promoters in DNA sequences,,This calls the Promoter 2 0 tool for prediction of eukaryotic PolII promoter sequences using a Neural Network  NN  model ,promoter2,fasta,Promoter 2.0,tabular
1386,Determines sub-cellular localisation of bacterial/archaeal protein sequences,,This calls the command line tool PSORTb v3 0 for prediction of prokaryotic localization sites  The input dataset needs to be protein FASTA sequences  The default output is a simple tabular file with three columns  one row per query sequence ,Psortb,fasta,psortb,tabular
1387,Find RXLR Effectors of Plant Pathogenic Oomycetes,,Takes a protein sequence FASTA file as input  and produces a simple tabular file as output with one line per protein  and two columns giving the sequence ID and the predicted class  This is typically just whether or not it had the selected RXLR motif  Y or N  ,rxlr_motifs,fasta,RXLR Motifs,tabular
1388,Find signal peptides in protein sequences,,This calls the SignalP v3 0 tool for prediction of signal peptides  which uses both a Neural Network  NN  and Hidden Markov Model  HMM  to produce two sets of scores ,signalp3,fasta,SignalP 3.0,tabular
1389,Find transmembrane domains in protein sequences,,This calls the TMHMM v2 0 tool for prediction of transmembrane  TM   helices in proteins using a hidden Markov model  HMM  ,tmhmm2,fasta,TMHMM 2.0,tabular
1390,Eukaryote protein subcellular localization prediction,,This calls the WoLF PSORT tool for prediction of eukaryote protein subcellular localization ,wolf_psort,fasta,WoLF PSORT,tabular
