,description,edam_topics,help,id,inputs,name,outputs
796,Randomly sample sites from VCF dataset,, Randomly sample sites from an input VCF dataset  Scale the sampling probability by the field specified by   scale by  see advanced controls ,vcfrandomsample,vcf,VCFrandomSample:,vcf
797,Select samples from a VCF dataset,,  Allows to keep or remove samples from a VCF file          ,vcfselectsamples,vcf,VCFselectsamples:,vcf
798,Sort VCF dataset by coordinate,, This tool uses native UNIX sort command to order VCF dataset in coordinate order  For technically inclined the command is      grep      INPUT file   grep  v      INPUT file   LC ALL C sort  k1 1  k2 2n  V    OUTPUT file  ,vcfsort,vcf,VCFsort:,vcf
799,Intersect two VCF datasets,, Computes intersections and unions for two VCF datasets  Unifies equivalent alleles within window size bp,vcfvcfintersect,"vcf,fasta",VCF-VCFintersect:,vcf
800,to an existing dataset,,You can enter any value and it will be added as a new column to your dataset,addValue,tabular,Add column,input
801,for a set of genomic intervals,,Takes an input set of intervals and for each interval determines the base coverage of the interval by a set of features  tables  available from UCSC  Genomic regions from the input feature data have been merged by overlap   direct adjacency  e,Annotation_Profiler_0,interval,Profile Annotations,input
802, ,,This tool uses the  regsubsets  function from R statistical package for regression subset selection  It outputs two files  one containing a table with the best subsets and the corresponding summary statistics  and the other containing the graphical representation of the results,BestSubsetsRegression1,tabular,Perform Best-subsets Regression,"input,pdf"
803,the percentage of reads supporting each nucleotide at each location,,  2nd column  chromosome location ,generate_coverage_report,tabular,Polymorphism of the Reads,tabular
804,in wiggle format,,     ,blat2wig,tabular,Coverage of the Reads,wig
805,,,Bowtie  is a short read aligner designed to be ultrafast and memory efficient  It is developed by Ben Langmead and Cole Trapnell,bowtie_wrapper,"bowtie_base_index,fasta,fastqsanger,fastqillumina,fastqsolexa",Map with Bowtie for Illumina,"sam,txt,fastq"
806, ,,This tool uses functions from  yacca  library from R statistical package to perform Canonical Correlation Analysis  CCA  on the input data  It outputs two files  one containing the summary statistics of the performed CCA  and the other containing helioplots  which display structural loadings of X and Y variables on different canonical components,cca1,tabular,Canonical Correlation Analysis,"input,pdf"
807,satisfying criteria,,The program takes as input a set of categories  such that each category contains many elements  It also takes a table relating elements with criteria  such that each element is assigned a number representing the number of times the element satisfies a certain criterion,categorize_elements_satisfying_criteria,tabular,Categorize Elements,tabular
808,Control-based ChIP-seq Analysis Tool,,This tool allows ChIP seq peak region calling using CCAT ,peakcalling_ccat,bed,CCAT,"interval,txt"
809,"
        remove duplicates and detect chimaeras in sequencing reads
    ",,cd hit dup is a simple tool for removing duplicates from sequencing reads  with optional step to detect and remove chimeric reads  ,cd_hit_dup,"fastqsanger,fasta",cd-hit-dup,"fastqsanger,tabular"
810, of selected columns,,This tool selects specified columns from a dataset and converts the values of those columns to upper or lower case ,ChangeCase,txt,Change Case,tabular
811,multiple sequence alignment program for DNA or proteins,,   Note    This tool allows you to run a multiple sequence alignment with ClustalW  using the default options   You can align DNA or protein sequences in the input file which should be multiple sequences to be aligned in a FASTA file,clustalw,fasta,ClustalW,"clustal,nhx"
812,an expression on every row,,This tool computes an expression for every row of a dataset and appends the result as a new column  field  ,Add_a_column1,tabular,Compute,input
813,motif by motif,,This program computes the frequencies of each motif at a window size  determined by the user  in both upstream and downstream sequences flanking indels in all chromosomes ,compute_motif_frequencies_for_all_motifs,tabular,Compute Motif Frequencies For All Motifs,tabular
814,in indel flanking regions,,This program computes the frequency of motifs in the flanking regions of indels found in a chromosome or a genome  Each indel has an upstream flanking sequence and a downstream flanking one,compute_motifs_frequency,tabular,Compute Motif Frequencies,tabular
815,based on multiple simultaneous tests p-values,,This program computes the q values based on the p values of multiple simultaneous tests  The q values are computed using a specific R package  created by John Storey and Alan Dabney  called  qvalue ,compute_q_values,tabular,Compute q-values,"tabular,pdf"
816,consecutive characters,,This tool condenses all consecutive characters of a specified type ,Condense characters1,txt,Condense,input
817,delimiters to TAB,,Converts all delimiters of a specified type into TABs   Consecutive characters are condensed,Convert characters1,txt,Convert,tabular
818, to Nucleotides ,,This tool converts a color space sequence to nucleotides  The leading character must be a nucleotide  A  C  G  or T,color2nuc,txt,Convert Color Space,fasta
819,for numeric columns,,   ,cor2,tabular,Correlation,txt
820,,,         Counts the number of features in a GFF dataset  GFF features are often spread across multiple lines  this tool counts the number of          features in dataset rather than the number of lines,count_gff_features,gff,Count GFF Features,txt
821,"analysis of chemicals, diseases, or genes",,This tool extracts data related to the provided list of identifiers from the Comparative Toxicogenomics Database  CTD    The fields extracted vary with the type of data requested  the first row of the output identifies the columns,ctdBatch_1,tabular,CTD,tabular
822,visualize Cuffdiff output,, This tool allows for persistent storage  access  exploration  and manipulation of Cufflinks high throughput sequencing data  In addition  provides numerous plotting functions for commonly used visualizations,cummeRbund,sqlite,cummeRbund,txt
823,tabular files from a cummeRbund database,,This tool extracts cuffdiff tabular files from a cummeRbund SQLite database ,cummerbund_to_cuffdiff,sqlite,Extract CuffDiff,tabular
824,columns from a table,,This tool selects  cuts out  specified columns from the dataset ,Cut1,txt,Cut,tabular
825,from a chromosome indels file,,This program detects overlapping indels in a chromosome and keeps all non overlapping indels  As for overlapping indels  the first encountered one is kept and all others are removed,delete_overlapping_indels,tabular,Delete Overlapping Indels,tabular
826,database info,, Annotates a tabular dataset with information from the  Drug Gene Interations database      ,dgidb_annotate,tabular,Annotate with DGI,tabular
827,into columns,,This separates the alleles from a pgSnp dataset into separate columns  as well as the frequencies and scores that go with the alleles   It will skip any positions with more than 2 alleles,dividePgSnp,interval,Separate pgSnp alleles,interval
828,of a numeric column,,   ,histogram_rpy,tabular,Histogram,pdf
829,for different categories and different criteria,,This program draws  in a pdf file  a stacked bars plot for different categories of data and for different criteria  For each criterion a stacked bar is drawn  such that the height of each stacked sub bar represents the number of elements in each category satisfying that criterion,draw_stacked_barplots,tabular,Draw Stacked Bar Plots,pdf
830,between two datasets using Discrete Wavelet Transfoms,,This program generates plots and computes table matrix of coefficient correlations and p values at multiple scales for the correlation between the occurrences of features in one dataset and their occurrences in another using multiscale wavelet analysis technique  ,compute_p-values_correlation_coefficients_feature_occurrences_between_two_datasets_using_discrete_wavelet_transfom,tabular,Compute P-values and Correlation Coefficients for Feature Occurrences,"tabular,pdf"
831,between two datasets using Discrete Wavelet Transfoms,,This program generates plots and computes table matrix of coefficient correlations and p values at multiple scales for the correlation between the occurrences of features in one dataset and their occurrences in another using multiscale wavelet analysis technique  ,compute_p-values_correlation_coefficients_featureA_featureB_occurrences_between_two_datasets_using_discrete_wavelet_transfom,tabular,Compute P-values and Correlation Coefficients for Occurrences of Two Set of Features,"tabular,pdf"
832,between two datasets using Discrete Wavelet Transfoms,,This program generates plots and computes table matrix of second moments  p values  and test orientations at multiple scales for the correlation between the occurrences of features in one dataset and their occurrences in another using multiscale wavelet analysis technique  ,compute_p-values_second_moments_feature_occurrences_between_two_datasets_using_discrete_wavelet_transfom,tabular,Compute P-values and Second Moments for Feature Occurrences,"tabular,pdf"
833,in one dataset using Discrete Wavelet Transfoms,,This program generates plots and computes table matrix of maximum variances  p values  and test orientations at multiple scales for the occurrences of a class of features in one dataset of DNA sequences using multiscale wavelet analysis technique  ,compute_p-values_max_variances_feature_occurrences_in_one_dataset_using_discrete_wavelet_transfom,tabular,Compute P-values and Max Variances for Feature Occurrences,"tabular,pdf"
834,using Discrete Wavelet Transfoms,,This tool computes the scale specific variance in wavelet coeffients obtained from the discrete wavelet transform of a feature of interest ,dwt_var1,tabular,Wavelet variance,"tabular,pdf"
835,Quantify the abundances of a set of target sequences from sampled subsequences,,   eXpress Overview    eXpress is a streaming tool for quantifying the abundances of a set of target sequences from sampled subsequences  Example applications include transcript level RNA Seq quantification  allele specific haplotype expression analysis  from RNA Seq   transcription factor binding quantification in ChIP Seq  and analysis of metagenomic data,express,"fasta,sam,bam",eXpress,txt
836,,,This tool counts the length of each fasta sequence in the file  The output file has two columns per line  separated by tab   fasta titles and lengths of the sequences,fasta_compute_length,fasta,Compute sequence length,tabular
837,FASTA alignment by species,,       ,fasta_concatenate0,fasta,Concatenate,fasta
838,,,  Example  ,fasta_filter_by_length,fasta,Filter sequences by length,fasta
839,converter,,This tool converts FASTA formatted sequences to TAB delimited format ,fasta2tab,fasta,FASTA-to-Tabular,tabular
840,by sliding window,,This tool allows you to trim the ends of reads based upon the aggregate value of quality scores found within a sliding window  a sliding window of size 1 is equivalent to  simple  trimming of the ends ,fastq_quality_trimmer,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",FASTQ Quality Trimmer,
841,extracts sequences and quality scores from FASTQSOLEXA data,,This tool extracts sequences and quality scores from FASTQ data   Solexa variant    producing a FASTA dataset and a QUAL dataset ,fastqsolexa_to_fasta_qual,fastqsolexa,FASTQSOLEXA-to-FASTA-QUAL,"fasta,qualsolexa"
842,,,This tool finds the coverage of intervals in the first dataset on intervals in the second dataset  The coverage and count are appended as 4 new columns in the resulting dataset,featureCoverage1,interval,Feature coverage,interval
843,for using PC and LDA,,This tool consists of a module to generate a matrix to be used for running the Linear Discriminant Analysis as described in Carrel et al   2006  PMID  17009873 ,generate_matrix_for_pca_and_lda1,tabular,Generate A Matrix,tabular
844, for 3-way alignments,,This tool estimates the insertion and deletion rates for alignments in a window of specified size  Rates are computed over the total adjusted lengths  adjusted by disregarding masked bases  of all the alignments blocks from the indel file that fall within that window,indelRates_3way,"tabular,interval",Estimate Indel Rates,tabular
845, from pairwise alignments,,This tool estimates the number of indels for every alignment block of the MAF file  ,getIndels_2way,maf,Fetch Indels,tabular
846,Multiple Alignment Viewer,,GMAJ is an interactive viewer for MAF alignments  with support for optional annotation data   In addition to browsing the alignments  you can select and export them according to a variety of criteria and send the output back to your Galaxy history,gmaj_1,"maf,bed,gff",GMAJ,gmaj.zip
847,spliced aligner,, Introduction               What is HISAT                   HISAT   jhu,hisat,"fasta,fastq,gtf",HISAT,bam
848,of a numeric column,,   ,histogram_rpy,tabular,Histogram,pdf
849, from 3-way alignments,,This tool consists of the first module from the computational pipeline to identify indels as described in Kvikstad et al   2007,indels_3way,maf,Fetch Indels,tabular
850, ,,This tool uses functions from  kernlab  library from R statistical package to perform Kernel Canonical Correlation Analysis  kCCA  on the input data  ,kcca1,tabular,Kernel Canonical Correlation Analysis,input
851, ,,This tool uses functions from  kernlab  library from R statistical package to perform Kernel Principal Component Analysis  kPCA  on the input data  It outputs two files  one containing the summary statistics of the performed kPCA  and the other containing a scatterplot matrix of rotated values reported by kPCA,kpca1,tabular,Kernel Principal Component Analysis,"input,pdf"
852, map short reads against reference sequence,,  ,lastz_wrapper_2,fasta,Lastz,tabular
853, map short paired reads against reference sequence,,  ,lastz_paired_reads_wrapper,"fasta,qual454",Lastz paired reads,sam
854,Linear Discriminant Analysis,,This tool consists of the module to perform the Linear Discriminant Analysis as described in Carrel et al   2006  PMID  17009873 ,lda_analy1,tabular,Perform LDA,txt
855, ,,This tool uses the  lm  function from R statistical package to perform linear regression on the input data  It outputs two files  one containing the summary statistics of the performed regression  and the other containing diagnostic plots to check whether model assumptions are satisfied,LinearRegression1,tabular,Perform Linear Regression,"input,pdf"
856, ,,This tool uses the    glm    function from R statistical package to perform logistic regression on the input data  It outputs one file containing the summary statistics of the performed regression,LogisticRegression,tabular,Perform Logistic Regression with vif,input
857,Model-based Analysis of ChIP-Seq,,This tool allows ChIP seq peak calling using MACS ,peakcalling_macs,"elandmulti,bed,sam,bam,eland,elandmulti",MACS,"bed,interval,wig,html"
858, from MAF file,,This tool takes a MAF file as input and masks CpG sites in every alignment block of the MAF file  ,cpgFilter,maf,Mask CpG/non-CpG sites,maf
859, as UCSC custom track,,This tool turns mapping data generated by short read mappers into a format that can be displayed in the UCSC genome browser as a custom track  ,mapToUCSC,tabular,Format mapping data,customtrack
860," compare short reads against htgs, nt, and wgs databases",,This tool runs   megablast   function of BLAST  blastn tool   a high performance nucleotide local aligner developed by Webb Miller and colleagues ,megablast_wrapper,fasta,Megablast,tabular
861,,,This tool processes the XML output of any NCBI blast tool  if you run your own blast jobs  the XML output can be generated with    m 7   option  ,megablast_xml_parser,blastxml,Parse blast XML output,tabular
862,together,,This tool merges columns together  Any number of valid columns can be merged in any order,mergeCols1,tabular,Merge Columns,tabular
863, and causal mutational mechanisms from previously identified orthologous microsatellite sets,,This tool uses raw orthologous microsatellite clusters  identified by the tool  Extract orthologous microsatellites   to identify microsatellite births and deaths along individual lineages of a phylogenetic tree ,microsatellite_birthdeath,"maf,txt",Identify microsatellite births and deaths,txt
864, from pair-wise alignments,,This tool uses a modified version of SPUTNIK to fetch microsatellite repeats from the input fasta sequences and extracts orthologous repeats from the sputnik output  The modified version allows detection of mononucleotide microsatellites,microsats_align1,fasta,Extract Orthologous Microsatellites,tabular
865,by specified attributes,,This tool computes microsatellite mutability for the orthologous microsatellites fetched from   Extract Orthologous Microsatellites from pair wise alignments  tool ,microsats_mutability1,"tabular,interval",Estimate microsatellite mutability,tabular
866,- Maximal Information-based Nonparametric Exploration,,Applies the Maximal Information based Nonparametric Exploration strategy to an input dataset ,maximal_information_based_nonparametric_exploration,csv,MINE,"csv,txt"
867, for multiple (>2) species alignments,,This tool finds ortholgous microsatellite blocks between aligned species         ,multispecies_orthologous_microsats,maf,Extract orthologous microsatellites,txt
868,with SNPs,, This tool takes an interval file as input   This input should contain a set of codon locations and corresponding DNA sequence  such as from the  Extract Genomic DNA  tool  joined to SNP locations with observed values  such as  all fields from selected table  from the snp130 table of hg18 at the UCSC Table browser ,mutate_snp_codon_1,interval,Mutate Codons,interval
869, ,,This tool computes the Partial R squared for all possible variable subsets using the following formula ,partialRsq,tabular,Compute partial R square,input
870,between any two numeric columns,,Computes Pearsons correlation coefficient between any two numerical columns  Column numbers start at 1,Pearson_and_apos_Correlation1,txt,Pearson and apos Correlation,txt
871,Convert from pgSnp to gd_snp,,This tool converts a pgSnp dataset to gd snp format  either starting a new dataset or appending to an old one   When appending  if any new SNPs appear only in the pgSnp file they can either be skipped entirely  or backfilled with   1   meaning  unknown   for previous individuals groups in the input gd snp dataset,pgSnp2gd_snp,"tab,gd_snp",pgSnp to gd_snp,gd_snp
872,condenses pileup format into ranges of bases,,         What is does    Reduces the size of a results set by taking a pileup file and producing a condensed version showing consecutive sequences of bases meeting coverage criteria  The tool works on six and ten column pileup formats produced with  samtools pileup  command,pileup_interval,tabular,Pileup-to-Interval,tabular
873,on coverage and SNPs,,Allows one to find sequence variants and or sites covered by a specified number of reads with bases above a set quality threshold  The tool works on six and ten column pileup formats produced with  samtools pileup  command,pileup_parser,pileup,Filter pileup,tabular
874,"on ""Perform LDA"" output",,This tool generates a Receiver Operating Characteristic  ROC  plot that shows LDA classification success rates for different values of the tuning parameter tau as Figure 3 in Carrel et al   2006  PMID  17009873 ,plot_for_lda_output1,txt,Draw ROC plot,pdf
875, ,,This tool performs Principal Component Analysis on the given numeric input data using functions from R statistical package    princomp  function  for Eigenvector based solution  and  prcomp  function  for Singular value decomposition based solution   It outputs two files  one containing the summary statistics of PCA  and the other containing biplots of the observations and principal components,pca1,tabular,Principal Component Analysis,"input,pdf"
876, based on quality scores,,This tool takes a MAF file as input and filters nucleotides in every alignment block of the MAF file based on their quality PHRED scores  ,qualityFilter,maf,Filter nucleotides,maf
877, ,,This tool computes the RCVE  Relative Contribution to Variance  for all possible variable subsets using the following formula ,rcve1,tabular,Compute RCVE,input
878,of a file,,This tool removes a specified number of lines from the beginning of a dataset ,Remove beginning1,txt,Remove beginning,input
879,for Solexa Short Reads Alignment,,This tool runs   rmap    for more information  please see the reference below   mapping Solexa reads onto a genome build    ,rmap_wrapper,fasta,RMAP,bed
880,for Solexa Short Reads Alignment with Quality Scores,,This tool runs   rmapq    for more information  please see the reference below   searching against a genome build with sequence qualities    ,rmapq_wrapper,"fasta,qualsolexa",RMAPQ,bed
881,to interval,,Converts positional information from a SAM dataset into interval format with 0 based start and 1 based end  CIGAR string of SAM format is used to compute the end coordinate,sam2interval,sam,Convert SAM,interval
882,on bitwise flag values,,Allows parsing of SAM datasets using bitwise flag  the second column   The bits in the flag are defined as follows  ,sam_bw_filter,sam,Filter SAM,sam
883,merges BAM files together,,This tool uses the Picard  merge command to merge any number of BAM files together into one BAM file while preserving the BAM metadata such as read groups ,sam_merge2,"bam,sam",Merge BAM Files,bam
884,from BAM dataset,,Uses SAMTools   pileup command to produce a pileup dataset from a provided BAM dataset  It generates two types of pileup datasets depending on the specified options,sam_pileup,"bam,fasta",Generate pileup,tabular
885,files on FLAG MAPQ RG LN or by region,,This tool uses the samtools view command in SAMtools  toolkit to filter a SAM or BAM file on the MAPQ  mapping quality   FLAG bits  Read Group  Library  or region ,samtool_filter2,"sam,bam,bed","Filter SAM or BAM, output SAM or BAM",sam
886,of two numeric columns,,  ,scatterplot_rpy,tabular,Scatterplot,pdf
887, of high quality score reads ,,This tool takes Quality Files generated by Roche  454   Illumina  Solexa   or ABI SOLiD machines and builds a histogram of lengths of high quality reads ,hist_high_quality_score,"qualsolexa,qual454,txtseq.zip",Histogram,pdf
888,,,This tool takes Quality Files generated by Roche  454   Illumina  Solexa   or ABI SOLiD machines and builds a graph showing score distribution like the one below  Such graph allows you to perform initial evaluation of data quality in a single pass,quality_score_distribution,"qualsolexa, qual454",Build base quality distribution,png
889,,,This tool finds high quality segments within sequencing reads generated by by Roche  454   Illumina  Solexa   or ABI SOLiD machines ,trim_reads,"fasta,qualsolexa,qual454",Select high quality segments,fasta
890,lines from a dataset,,This tool outputs specified number of lines from the   beginning   of a dataset,Show beginning1,txt,Select first,input
891,lines from a dataset,,This tool outputs specified number of lines from the   end   of a dataset,Show tail1,txt,Select last,input
892,Statistical approach for the Identification of ChIP-Enriched Regions,,SICER first and foremost is a filtering tool  Its main functions are        1,peakcalling_sicer,bed,SICER,"bed,bedgraph,wig,interval,txt"
893,,,     ,split_paired_reads,fastqsanger,Split paired end reads,fastqsanger
894, for non-coding regions,,This tool takes a pairwise MAF file as input and estimates substitution rate according to Jukes Cantor JC69 model  The 3 new columns appended to the output are explained below ,subRate1,"maf,interval",Estimate substitution rates ,tabular
895, from pairwise alignments,,This tool takes a pairwise MAF file as input and fetches substitutions per alignment block ,substitutions1,maf,Fetch substitutions ,tabular
896,,,This program implements the non pooled t test for two samples where the alternative hypothesis is two sided or one sided  The program takes four inputs ,t_test_two_samples,tabular,T Test for Two Samples,txt
897,with functional information using ANNOVAR,,This tool will annotate variants using specified gene annotations  regions  and filtering databases  Input is a VCF dataset  and output is a table of annotations for each variant in the VCF dataset or a VCF dataset with the annotations in INFO fields,table_annovar,vcf,ANNOVAR Annotate VCF,tabular
898,converts tabular file to FASTA format,,Converts tab delimited data into FASTA formatted sequences ,tab2fasta,tabular,Tabular-to-FASTA,fasta
899,Find splice junctions using RNA-seq data,,   TopHat Overview    TopHat  is a fast splice junction mapper for RNA Seq reads  It aligns RNA Seq reads to mammalian sized genomes using the ultra high throughput short read aligner Bowtie  and then analyzes the mapping results to identify splice junctions between exons,tophat,"fastqsanger,gtf,gff3,interval",TopHat for Illumina,"bed,bam"
900,Gapped-read mapper for RNA-seq data,,   TopHat Overview    TopHat  is a fast splice junction mapper for RNA Seq reads  It aligns RNA Seq reads to mammalian sized genomes using the ultra high throughput short read aligner Bowtie 2   and then analyzes the mapping results to identify splice junctions between exons,tophat2,fastqsanger,TopHat,"txt,tabular,bed,bam"
901,post-processing to identify fusion genes,,,tophat_fusion_post,"bam,tabular",Tophat Fusion Post,"tabular,html"
902,leading or trailing characters,,Trims specified number of characters from a dataset or its field  if dataset is tab delimited  ,trimmer,"tabular,txt",Trim,input
903,for UCSC genome browser,,   ,build_ucsc_custom_track_1,"interval,wig",Build custom track,customtrack
904,for variant detection,,   VarScan Overview    VarScan  performs variant detection for massively parallel sequencing data  such as exome  WGS  and transcriptome data  It calls variants from a mpileup dataset and produces a VCF 4,varscan,pileup,VarScan,vcf
905,Convert from VCF to pgSnp format,,This converts a VCF dataset to pgSnp with the frequency counts being chromosome counts   If there is more than one column of SNP data it will either accumulate all columns as a population or convert the column indicated to pgSnp,vcf2pgSnp,vcf,VCF to pgSnp,interval
906,"a VCF file (dbSNP, hapmap)",,This tool uses vcfPytools   annotate command annotate a VCF file,vcf_annotate,vcf,Annotate,vcf
907,reads from a specified region,,This tool uses vcfPytools   extract command to extract reads from a specified region of a VCF file,vcf_extract,vcf,Extract,vcf
908,a VCF file,,This tool uses vcfPytools   filter command,vcf_filter,vcf,Filter,vcf
909,Generate the intersection of two VCF files,,This tool uses vcfPytools   intersect command to generate the intersection of two VCF files,vcf_intersect,"vcf,bed",Intersect,vcf
910,Velvet sequence assembler for very short reads,,Velvet  is a de novo genomic assembler specially designed for short read sequencing technologies  such as Solexa or 454  developed by Daniel Zerbino and Ewan Birney at the European Bioinformatics Institute  EMBL EBI   near Cambridge  in the United Kingdom ,velvetg,velvet,velvetg,"txt,afg,fasta,tabular"
911,Prepare a dataset for the Velvet velvetg Assembler,,Velvet  is a de novo genomic assembler specially designed for short read sequencing technologies  such as Solexa or 454  developed by Daniel Zerbino and Ewan Birney at the European Bioinformatics Institute  EMBL EBI   near Cambridge  in the United Kingdom ,velveth,"fasta,fastq,eland,gerald",velveth,velvet
912, of the values of features overlapping an interval ,,For each interval in your first dataset  this tool calculates the weighted average value of the overlapping features in your second dataset ,wtavg,interval,Assign weighted-average,input
913,,,This tool splits the intervals in the input file into smaller intervals based on the specified window size and window type ,winSplitter,interval,Make windows,interval
914,for multiple series and graph types,,  ,XY_Plot_1,tabular,Plotting tool,"pdf,png"
915,compare assembled transcripts to a reference annotation and track Cufflinks transcripts across multiple experiments,,   Cuffcompare Overview    Cuffcompare is part of Cufflinks   Cuffcompare helps you   a  compare your assembled transcripts to a reference annotation and  b  track Cufflinks transcripts across multiple experiments  e,cuffcompare,"gff3,gtf,fasta",Cuffcompare,"txt,tabular,gtf"
916,"find significant changes in transcript expression, splicing, and promoter use",,   Cuffdiff Overview    Cuffdiff is part of Cufflinks   Cuffdiff find significant changes in transcript expression  splicing  and promoter use,cuffdiff,"gtf,gff3,fasta",Cuffdiff,"tabular,txt,sqlite"
917,transcript assembly and FPKM (RPKM) estimates for RNA-Seq data,,   Cufflinks Overview    Cufflinks  assembles transcripts  estimates their abundances  and tests for differential expression and regulation in RNA Seq samples  It accepts aligned RNA Seq reads and assembles the alignments into a parsimonious set of transcripts,cufflinks,"sam,bam,gff3,gtf,fasta",Cufflinks,"tabular,gtf,txt"
918,merge together several Cufflinks assemblies,,   Cuffmerge Overview    Cuffmerge is part of Cufflinks   Please cite  Trapnell C  Williams BA  Pertea G  Mortazavi AM  Kwan G  van Baren MJ  Salzberg SL  Wold B  Pachter L,cuffmerge,"gff3,gtf,fasta",Cuffmerge,gtf
919,Create normalized expression levels,,   Cuffnorm Overview    Cuffnorm is part of Cufflinks   Running Cuffnorm is very similar to running Cuffdiff,cuffnorm,"gtf,gff3",Cuffnorm,"tabular,txt"
920,Precompute gene expression levels,,   Cuffquant Overview    Cuffquant is part of Cufflinks   Cuffquant provides pre calculation of gene expression levels,cuffquant,"gtf,gff3,sam,bam,fasta",Cuffquant,cxb
921,Filters and/or converts GFF3/GTF2 records,,    gffread   Filters and or converts GFF3 GTF2 records    The gffread command is distributed with the cufflinks  package   ,gffread,"gff3,gtf,tabular,fasta",gffread,"gff3,gtf,fasta,txt"
922,chart,,This tool creates a histogram image of sequence lengths distribution in a given fasta dataset file ,cshl_fasta_clipping_histogram,fasta,Length Distribution,png
923,formatter,,This tool re formats a FASTA file  changing the width of the nucleotides lines ,cshl_fasta_formatter,fasta,FASTA Width,fasta
924,converter,,This tool converts RNA FASTA files to DNA  and vice versa  ,cshl_fasta_nucleotides_changer,fasta,RNA/DNA,
925,,,Creates a boxplot graph for the quality scores in the library ,cshl_fastq_quality_boxplot,txt,Draw quality score boxplot,png
926,(ASCII-Numeric),,Converts a Solexa FASTQ file to from numeric or ASCII quality format ,cshl_fastq_quality_converter,fastq,Quality format converter,fastq
927,,,This tool filters reads based on quality scores ,cshl_fastq_quality_filter,"fastqsolexa,fastqsanger",Filter by quality,
928,converter from FASTX-toolkit,,This tool converts data from Solexa format to FASTA format  scroll down for format description  ,cshl_fastq_to_fasta,"fastqsanger,fastqsolexa,fastqillumina",FASTQ to FASTA,fasta
929,,,This tool filters sequencing artifacts  reads with all but 3 identical bases  ,cshl_fastx_artifacts_filter,"fasta,fastqsanger,fastqsolexa,fastqillumina",Remove sequencing artifacts,
930,,,This tool splits a Solexa library  FASTQ file  or a regular FASTA file into several files  using barcodes as the split criteria ,cshl_fastx_barcode_splitter,"txt,fasta,fastqsanger,fastqsolexa,fastqillumina",Barcode Splitter,html
931,adapter sequences,,This tool clips adapters from the 3  end of the sequences in a FASTA FASTQ file ,cshl_fastx_clipper,"fasta,fastqsanger,fastqsolexa,fastqillumina",Clip,
932,sequences,,This tool collapses identical sequences in a FASTA file into a single sequence ,cshl_fastx_collapser,"fasta,fastqsanger,fastqsolexa",Collapse,fasta
933,,,Creates a stacked histogram graph for the nucleotide distribution in the Solexa library ,cshl_fastx_nucleotides_distribution,txt,Draw nucleotides distribution chart,png
934,,,Creates quality statistics report for the given Solexa FASTQ library ,cshl_fastx_quality_statistics,fastqsanger,Compute quality statistics,txt
935,,,This tool renames the sequence identifiers in a FASTQ A file ,cshl_fastx_renamer,"fastqsolexa,fasta,fastqsanger",Rename sequences,
936,,,This tool reverse complements each sequence in a library  If the library is a FASTQ  the quality scores are also reversed,cshl_fastx_reverse_complement,"fasta,fastqsolexa,fastqsanger",Reverse-Complement,
937,,,This tool trims  cut bases from  sequences in a FASTA Q file ,cshl_fastx_trimmer,"fasta,fastqsolexa,fastqsanger",Trim sequences,
938,into FASTQ,,This tool joins a FASTA file to a Quality Score file  creating a single FASTQ block for each read ,fastq_combiner,"fasta,csfasta,qual",Combine FASTA and QUAL,fastqsanger
939,reads by quality score and length,, This tool allows you to build complex filters to be applied to each read in a FASTQ file     Basic Options          You can specify a minimum and maximum read lengths,fastq_filter,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",Filter FASTQ,
940,convert between various FASTQ quality formats,,This tool offers several conversions options relating to the FASTQ format ,fastq_groomer,"fastq,fastq.gz,fastq.bz2",FASTQ Groomer,fastqsanger
941,reads on various attributes,, This tool allows you to build complex manipulations to be applied to each matching read in a FASTQ file  A read must match all matching directives in order for it to be manipulated  if a read does not match  it is output in a non modified manner,fastq_manipulation,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",Manipulate FASTQ,
942,by quality score,,This tool allows masking base characters in FASTQ format files dependent upon user specified quality score value and comparison method ,fastq_masker_by_quality,"fastqsanger,fastqsanger.gz,fastqsanger.bz2",FASTQ Masker,
943,on paired end reads,,De interlaces a single fastq dataset representing paired end run into two fastq datasets containing only the first or second mate read  Reads without mate are saved in separate output files,fastq_paired_end_deinterlacer,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",FASTQ de-interlacer,
944,on paired end reads,,This tool joins paired end FASTQ reads from two separate files  one with the left mates and one with the right mates  into a single files where left mates alternate with their right mates  The join is performed using sequence identifiers  allowing the two files to contain differing ordering,fastq_paired_end_interlacer,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",FASTQ interlacer,
945,on paired end reads,,This tool joins paired end FASTQ reads from two separate files into a single read in one file   The join is performed using sequence identifiers  allowing the two files to contain differing ordering,fastq_paired_end_joiner,"fastqsanger,fastqcssanger,fastqsanger.gz,fastqcssanger.gz,fastqsanger.bz2,fastqcssanger.bz2",FASTQ joiner,
